drop_vibration,is_cracked
0.0,0
-0.0152091754,0
-0.00461221,0
0.1117993648,0
-0.1253780606,0
-0.4203077266,0
0.1307988053,0
0.0698357908,0
0.054311556,0
0.0643114639,0
0.005118583,0
-0.0399568302,0
0.0123957426,0
0.1473866246,0
-0.0107851805,0
0.0358152517,0
-0.0033755636,0
0.0510696302,0
-0.0330286802,0
-0.0361424171,0
0.028345309,0
-0.012737944,0
-0.0001451446,0
-0.0004056529,0
-0.0639959483,0
-0.001750464,0
-0.0002225643,0
-0.1104571242,0
-0.0303569051,0
0.0945774603,0
-0.0660080494,0
-0.0344644444,0
0.0491173322,0
0.0664621371,0
0.347986526,0
0.3952110198,0
0.5563889889,0
-0.1538676292,0
-0.1450938178,0
0.2426534125,0
-0.0663754097,0
-0.014875477,0
0.0299681292,0
-0.0041645002,0
-0.1196693499,0
-0.0207345225,0
0.0139111494,0
0.0234430917,0
-0.0181127126,0
-0.1496194811,0
-0.2106630037,0
0.2137739531,0
-0.0145453635,0
0.0730135718,0
0.1313677465,0
0.2883653874,0
-0.0734454431,0
-0.0426658906,0
-0.0574057563,0
-0.0004055797,0
-0.0247039562,0
-0.0604823514,0
-0.0461320906,0
-0.1682160752,0
0.3005734169,0
0.1468621047,0
0.2704310673,0
-0.0747847885,0
0.0645192176,0
-0.4093653089,0
0.0075121453,0
0.314155755,0
-0.5232834245,0
0.077766949,0
-0.2563860017,0
0.2635651882,0
-0.189142229,0
0.2970721002,0
-0.0405130157,0
-0.0354617704,0
-0.0596888956,0
-0.0047444432,0
-0.0118206261,0
-0.0618181583,0
-0.0624194827,0
0.0070509244,0
0.0347020493,0
-0.0426326272,0
0.0409971738,0
0.7978445233,0
-0.140572694,0
-0.5259244846,0
0.071591335,0
0.1250095235,0
0.4122935196,0
-0.1548354349,0
0.215289504,0
0.0194257185,0
-0.0049986767,0
0.0064872388,0
-0.0975409446,0
0.0684943903,0
0.0940039376,0
0.0290500121,0
-0.0652002829,0
0.0672954941,0
0.1528246983,0
0.0337542482,0
-0.0168531505,0
-0.0329457301,0
-0.0401265972,0
0.0987088841,0
-0.0541465526,0
-0.0292598935,0
-0.0044064377,0
0.0006568336,0
-0.0222383985,0
0.0041692061,0
-0.0410688499,0
-0.077384382,0
-0.1204040707,0
0.1145142597,0
-0.0825453657,0
0.1731673592,0
0.0945855832,0
-0.0979277231,0
0.0049911664,0
-0.0173958883,0
0.1868586448,0
-0.5891256743,0
-0.1739923249,0
-0.0990525971,0
-0.116848674,0
-0.151259836,0
-0.3424367647,0
-0.0808559845,0
0.0274210767,0
-0.0018421547,0
0.0387382778,0
0.0140994352,0
-0.0263571541,0
0.0508253622,0
0.007775182,0
0.0309675364,0
0.1127525554,0
-0.028877711,0
0.0480612321,0
-0.0129239218,0
-0.2909967083,0
0.2486787396,0
-0.0929268785,0
0.030765587,0
-0.3018445716,0
-0.1065182233,0
-0.1661080531,0
-0.0206141402,0
-0.0622777644,0
-0.0434863104,0
0.4086785393,0
0.2031973153,0
-0.3204913867,0
0.0317854252,0
0.2945239031,0
-0.1063683179,0
-0.1428065822,0
0.0356523128,0
-0.0691543916,0
0.0005994217,0
-0.005544721,0
0.0076543638,0
-0.1275369678,0
0.0178950792,0
-0.355163833,0
-0.0620014281,0
-0.018621783,0
0.0046597594,0
-0.1186250635,0
-0.069858722,0
0.069800229,0
0.0913863434,0
0.1928643231,0
0.0740157675,0
-0.0145338851,0
-0.0381592247,0
0.1109629483,0
0.1803224834,0
0.2753175378,0
0.3913314657,0
-0.1283839005,0
0.0970589674,0
0.1531053379,0
0.517848653,0
0.1059462485,0
0.0354349613,0
0.1989187626,0
0.2205946854,0
-0.5549811522,0
0.3022079448,0
0.0153371098,0
0.1114236425,0
0.191660671,0
-0.0267687132,0
-0.0505521733,0
0.0347577101,0
-0.0450579845,0
-0.0119437816,0
-0.0519846043,0
-0.0078079314,0
-0.0319941366,0
0.0001830604,0
-0.0598127597,0
0.0526044221,0
0.0183692711,0
-0.0353857596,0
0.0126541656,0
0.0724846985,0
0.0344207913,0
-0.2272338224,0
-0.0928571281,0
0.0126996622,0
0.1224866536,0
0.1177324165,0
0.0274596526,0
-0.0265302749,0
-0.0627688763,0
-0.0555476592,0
0.0122549541,0
0.3230448296,0
0.0285290826,0
0.0020198325,0
-0.0416246859,0
-0.082353181,0
0.0015903554,0
-0.0039227039,0
-0.0009400969,0
-0.0356124515,0
-0.0481025822,0
0.0187617226,0
-0.0610276361,0
-0.0173040509,0
0.0527288576,0
-0.1080837009,0
-0.0243862205,0
0.0041838642,0
-0.0881289543,0
0.0015777932,0
0.0812998341,0
-0.1713570182,0
-0.1113582562,0
0.03429423,0
-0.0149516099,0
-0.001917111,0
0.0488882925,0
0.0690755638,0
0.0290930596,0
0.0466721268,0
0.034868367,0
-0.2549657734,0
0.4196560295,0
0.1306998117,0
0.0196028302,0
0.1494919798,0
-0.1498508499,0
0.0311203274,0
0.0202433659,0
0.0172795957,0
0.0464947759,0
0.0511122162,0
-0.0145287982,0
0.008748319,0
0.0401003873,0
-0.1837888108,0
-0.251625715,0
0.4658225671,0
0.503667971,0
0.096626627,0
-0.2642709596,0
0.5192416869,0
0.176735533,0
-0.0594981852,0
-0.0886736827,0
0.108988126,0
-0.0324671953,0
0.0227139029,0
-0.0099228169,0
0.0319264122,0
-0.1814001827,0
0.0800365797,0
0.0396017407,0
-0.0298124765,0
2.26029e-05,0
-0.0666505814,0
-0.0029176304,0
-0.1454980984,0
0.2458375321,0
0.0377026159,0
-0.2231512609,0
0.1283399168,0
0.1111973144,0
0.2372373752,0
-0.141863134,0
-0.1086229218,0
-0.044112363,0
-0.0003185677,0
0.0157913669,0
-0.0323719118,0
0.0196446074,0
-0.0174223525,0
0.0083027021,0
-0.0822869984,0
0.054809105,0
0.0780094356,0
0.279458995,0
0.1231808756,0
-0.3901114325,0
0.410349208,0
0.1813614139,0
0.40495507,0
0.2060997509,0
0.2915136127,0
-0.008820963,0
0.0478034471,0
-0.0431482253,0
-0.0449998262,0
-0.0243792781,0
0.0182951522,0
-0.0300377156,0
0.0003420659,0
-0.0035115884,0
-0.0025503718,0
-0.0911782031,0
0.0255233908,0
-0.088711433,0
0.0718636211,0
-0.0924486372,0
-0.0469934731,0
0.0048105308,0
-0.0206312812,0
0.0728474192,0
0.0047621528,0
0.0295871306,0
-0.0418460944,0
-0.0019509242,0
0.0050344967,0
0.2973652201,0
0.1755968928,0
-0.135566653,0
0.1664140114,0
-0.0591277464,0
0.0272314358,0
0.0192236703,0
-0.0880669124,0
-0.1758470983,0
0.082973578,0
-0.1053979704,0
0.4686990017,0
0.1666573082,0
-0.2244330941,0
0.0608053086,0
0.0232355882,0
-0.0091354203,0
0.0647941007,0
-0.0623340901,0
0.0325286761,0
-8.16503e-05,0
0.0011659536,0
-0.0257582629,0
-0.0070972102,0
0.0495703214,0
0.0196158206,0
0.0023534692,0
0.0017471327,0
0.0287146637,0
-0.0356982288,0
0.052735494,0
-0.0433206841,0
0.1093985852,0
0.1964940375,0
0.0910474688,0
-0.0022990648,0
0.1308310272,0
0.0222624469,0
-0.213357322,0
-0.1478684163,0
-0.202787097,0
-0.1500856827,0
0.2250470307,0
0.4358183097,0
0.0595095798,0
-0.0962341633,0
0.0101591431,0
0.0053620898,0
-0.0786148714,0
0.1926367291,0
0.1163863101,0
0.0247388148,0
-0.001803463,0
0.0250173959,0
-0.0564359359,0
-0.2087143475,0
0.0091526636,0
-0.2717746735,0
-0.1367783777,0
0.0996600622,0
0.0541070239,0
0.0053261283,0
-0.0334010907,0
0.0403889054,0
0.0025457053,0
-0.0370995226,0
-0.0080700209,0
0.1282314921,0
0.3375451133,0
-0.0223296946,0
-0.3055682669,0
0.0614753908,0
0.1836011441,0
-0.0960943481,0
0.3607667334,0
0.0052966776,0
-0.2277689891,0
-0.071334609,0
0.0451885752,0
0.0920011429,0
-0.4941158265,0
-0.0111159656,0
0.3140489338,0
0.0856812661,0
-0.0527707469,0
-0.0090715957,0
-0.0045791046,0
-0.0012658463,0
-0.0195541644,0
-0.0093713222,0
-0.0104064965,0
0.0202529833,0
-0.0871830677,0
-0.0991346011,0
0.2018339936,0
-0.0391116997,0
0.6443837993,0
-0.1499803908,0
0.03432646,0
-0.0537268363,0
0.1266571792,0
-0.0913268819,0
0.0222528023,0
-0.0198823351,0
-0.0241408131,0
0.0541865532,0
0.2168157246,0
0.1032164992,0
-0.0295434458,0
-0.129274393,0
-0.1644565198,0
0.1419420424,0
-0.0010045509,0
-0.0759039035,0
-0.0083340189,0
-0.0148411972,0
-0.0028518427,0
0.0110885217,0
-0.0185170531,0
0.0079494404,0
0.0022137707,0
-0.0085138317,0
0.0244250524,0
0.0595259646,0
0.0302138146,0
-0.0839016008,0
-0.0570863222,0
-0.1350134932,0
0.0211530501,0
0.0484791928,0
-0.0039257795,0
0.0043061471,0
0.005333831,0
0.0545566009,0
-0.0910513762,0
0.0955278025,0
0.062484021,0
-0.1324873047,0
-0.2033721825,0
-0.1678766748,0
0.0612145784,0
-0.0739227218,0
-0.0252185907,0
-0.0010388159,0
-0.0011137911,0
0.0436678686,0
-0.0190190959,0
-0.0235050825,0
-0.0017133626,0
0.07679109,0
0.1278680145,0
0.0669864311,0
-0.1501392729,0
-0.4543711884,0
-0.2050672052,0
-0.1707386669,0
0.0,0
0.501648016,0
1.144942274,0
1.1177724395,0
1.3564968833,0
0.9808204053,0
1.1994168133,0
0.8947015286,0
0.9228074939,0
0.6627224599,0
0.3800895726,0
0.2837587306,0
0.1765994711,0
0.1073353024,0
0.0942392197,0
0.0732774789,0
0.119758258,0
0.148908505,0
0.2039506585,0
0.2737719135,0
0.270624969,0
0.3250969484,0
0.3595616208,0
0.3688332409,0
0.4552128668,0
0.6025144929,0
0.6952330232,0
0.9129831827,0
1.1449816789,0
1.5749330243,0
1.8810138311,0
2.2689259933,0
2.4127775626,0
1.5712857358,0
2.3952545367,0
2.925949195,0
1.3868831698,0
1.1255996239,0
0.7360294174,0
0.4618710283,0
0.0705608702,0
-0.1282436851,0
-0.1230292344,0
-0.0580466298,0
0.0619922461,0
0.4521273856,0
0.4326688124,0
0.794294147,0
0.9749570999,0
0.6838613604,0
0.8898328871,0
1.2313054854,0
0.7371943712,0
0.8061728166,0
0.9636572981,0
0.986230397,0
0.6308182275,0
0.8137013253,0
0.5827725924,0
0.4467725067,0
0.3654889815,0
0.2703917609,0
0.0924598065,0
-0.0894708965,0
-0.2547153215,0
-0.6975991393,0
-0.8195929547,0
-1.1893541112,0
-1.3375191119,0
-2.3939501418,0
-2.244725029,0
-2.5475532322,0
-2.0831218437,0
-2.1243981395,0
-1.4988616544,0
-1.2695831623,0
-0.6381347625,0
-0.5679381196,0
-0.3408733876,0
-0.2695637113,0
-0.4353537225,0
-0.5541695252,0
-1.1162464577,0
-1.2539927392,0
-1.4306354426,0
-1.4873949577,0
-2.0221905302,0
-2.3537387927,0
-2.0048135354,0
-1.8281277466,0
-2.2875856099,0
-1.4490769739,0
-1.9664670277,0
-1.4489096497,0
-1.8163813491,0
-1.9667785104,0
-1.931336952,0
-1.5614602622,0
-1.4881620738,0
-1.307794808,0
-1.2416630783,0
-0.9956835408,0
-0.50620185,0
-0.4567601319,0
-0.089704602,0
0.3102988404,0
0.4816152764,0
1.2387760719,0
0.9985546997,0
1.5491201565,0
1.1110002368,0
0.878102496,0
0.6612311202,0
0.2915969052,0
0.0176251683,0
-0.1583779882,0
-0.192070247,0
-0.1559165123,0
0.0978752235,0
0.2643561518,0
0.6458217452,0
0.8515599267,0
1.3219150566,0
1.8049040528,0
1.0734665843,0
1.7440123812,0
2.5958845978,0
2.2093577349,0
2.2032996055,0
2.1247443575,0
2.2921731992,0
2.3666682104,0
2.0671750412,0
2.9306091249,0
2.2452205284,0
2.2044608164,0
2.4377585546,0
2.0143751703,0
1.887625624,0
1.6062690993,0
1.2292183624,0
1.2644414553,0
1.0302850147,0
0.587382916,0
0.2666378955,0
0.030551998,0
-0.0839582121,0
-0.0642562621,0
0.0793933239,0
0.5091794143,0
0.4869071309,0
0.968540428,0
1.0512966608,0
1.3606206746,0
1.0695937211,0
1.0824673243,0
0.8823109211,0
0.6764079982,0
0.1631336135,0
-0.1977349055,0
-0.4048243721,0
-0.6786169811,0
-1.0649328598,0
-1.4328398313,0
-1.3637873354,0
-1.3898527714,0
-1.5035212462,0
-1.6553067818,0
-1.6072079634,0
-2.1817635543,0
-1.8013179176,0
-1.9340827239,0
-1.7604172928,0
-1.424537923,0
-1.7651318732,0
-1.6390104886,0
-1.3052203749,0
-1.6536405886,0
-1.3131478861,0
-1.0825072908,0
-1.0489636379,0
-0.7678713649,0
-0.5252233049,0
-0.3073906367,0
-0.3325458551,0
-0.3783775889,0
-0.9119159493,0
-0.9118102074,0
-1.8666230991,0
-2.4412217845,0
-1.8488098763,0
-1.6715039283,0
-2.3736264254,0
-2.0076186766,0
-1.4921976845,0
-1.029741852,0
-0.780268525,0
-0.8084512818,0
-0.3311606236,0
-0.2024743548,0
-0.0252334567,0
0.0732087828,0
0.1965885343,0
0.2293112532,0
0.3971922503,0
0.4675295635,0
0.4924795856,0
0.8278545258,0
0.61135998,0
0.8477026492,0
0.7086176556,0
0.641612714,0
0.7933981239,0
0.7787057455,0
0.6327841931,0
0.5005900044,0
0.2883721554,0
0.1388576149,0
-0.0327063472,0
-0.2196574464,0
-0.3079362774,0
-0.2506703498,0
-0.1740809221,0
0.1660037939,0
0.6057251794,0
0.7987017473,0
1.4317099167,0
2.3441559666,0
1.9728323059,0
2.8252367482,0
1.9851620968,0
1.6686911615,0
1.9836547416,0
1.2547288864,0
1.2713235704,0
0.7294235243,0
0.6074644506,0
0.5525475065,0
0.3694448228,0
0.3469531778,0
0.437972308,0
0.3361830091,0
0.4113284119,0
0.2288426567,0
0.2518158681,0
0.3096388361,0
0.2224848775,0
0.2936036391,0
0.3475732149,0
0.2865386162,0
0.4688310211,0
0.3942169139,0
0.514720225,0
0.8785874839,0
0.8253553594,0
1.267927436,0
1.5512137289,0
1.3870849946,0
1.9315603006,0
1.4548659184,0
0.9801873214,0
0.9997218726,0
0.4350035348,0
-0.1654903488,0
-0.6510897329,0
-0.7774373207,0
-1.0938964885,0
-0.9370403192,0
-1.2733538387,0
-0.8209895533,0
-0.5401968399,0
-0.3233314309,0
-0.2064933878,0
-0.0670643801,0
0.0376696469,0
0.0911818034,0
0.0994268381,0
0.069071939,0
0.0328171653,0
-0.0125473887,0
-0.0571886589,0
-0.0917344397,0
-0.1311707547,0
-0.258447427,0
-0.3128124476,0
-0.3862698837,0
-0.4146808339,0
-0.5126339018,0
-0.8400989688,0
-0.9916678485,0
-1.0169271387,0
-1.2424452824,0
-1.3034811074,0
-1.7247766289,0
-2.2560659576,0
-2.4798560513,0
-2.2427652571,0
-1.5588563567,0
-1.3502593967,0
-1.3753744829,0
-1.0915735619,0
-0.6204504264,0
-0.3224594794,0
-0.0535222511,0
